Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
Lightning in the Blood,$7.48 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Brennan, Marie",5392018,121,St Martins Pr,,5.00 x 8.00 x 0.50 Inches,,
Snuff,$7.51 ,Books > Literature & Fiction > Fiction > General,"Pratchett, Terry",2218867,470,HarperCollins,English,7.50 x 4.00 x 1.25 Inches,,
Chicago,$17.70 ,Books > Mother's Day Books > Mother's Day Literature & Fiction Books,"Mamet, David",62797190,332,HarperCollins,English,9.25 x 6.25 x 1.00 Inches,,
The Blood Gospel,$7.98 ,Books > Literature & Fiction > Fiction > Action & Adventure,"Rollins, JamesCantrell, Rebecca",1991053,717,HarperCollins,English,7.75 x 4.50 x 1.75 Inches,,
Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side: Sword Oratoria,$10.85 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Humorous,Fujino Omori,6318181,256,Yen PressYen On,,,,
Pride and Prejudice,$5.50 ,Books > Literature & Fiction > Fiction > Classics,"Austen, Jane",1945186194,316,Two Rivers Distribution,English,8.00 x 5.25 x 0.75 Inches,,
Scarlet Rain,$10.19 ,Books > Literature & Fiction > Fiction > Romance > Fantasy,"Cast, Kristin",6818950,264,Ingram Pub Services,,5.50 x 8.50 x 0.50 Inches,,
Malicious: A Mitchum Story,$4.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Private Investigators",James Patterson,6503446,144,"BookShotsLittle, Brown and Company",English,,,
Cavanaugh Encounter,$4.98 ,Books > Literature & Fiction > Fiction > Romance > Suspense,"Ferrarella, Marie",373402228,297,Harlequin Books,English,7.00 x 4.25 x 0.75 Inches,,
A Stranger in the House,$14.65 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Psychological",Shari Lapena,073522112X,320,Penguin Publishing GroupPamela Dorman Books,English,,,
Iron Warriors: The Omnibus,$11.62 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Graham McNeill,5721138,608,Games Workshop,,7.80 x 129.54 x 1.50 Inches (US),,
The Good Girl,$10.26 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 7289 >  > in > Books > # > 656 >  > in > Books > Literature & Fiction > # > 100 >  > in > Books > Literature & Fiction > Mystery & Suspense","Kubica, Mary",8317766,382,Harlequin Books,English,8.75 x 5.75 x 1.00 Inches,,5
Memory in Death,$7.08 ,Books > Literature & Fiction > Fiction > Romance > Suspense,J. D. Robb,521073X,384,BerkleyPenguin Publishing Group,English,6.77 x 4.20 x 1.00 Inches (US),,5
Mystic River,$8.69 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 69156 >  > in > Books > # > 949 >  > in > Books > Mystery & Suspense > # > 193 >  > in > Books > Mystery & Suspense > General","Lehane, Dennis",584755,416,Harpercollins,English,5.25 x 8.00 x 1.00 Inches,,
Interview With the Vampire,$10.90 ,Books > Literature & Fiction > Fiction > Horror,"Rice, Anne",5409644,340,Random House Inc,English,9.25 x 6.50 x 1.00 Inches,,
The Things They Carried,$9.97 ,Books > Literature & Fiction > Fiction > Short Stories > Best seller ranking: > # > 1364 >  > in > Books > # > 83 >  > in > Books > Literature & Fiction > # > 2 >  > in > Books > Literature & Fiction > Short Stories,Tim O'Brien,8706416,246,Mariner Books,English,5.25 x 7.75 x 0.75 Inches,,4.4
NEVER LET ME GO,$10.87 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 7834 >  > in > Books > # > 64 >  > in > Books > Mystery & Suspense > # > 26 >  > in > Books > Mystery & Suspense > Thrillers,"ISHIGURO,KAZUO",78779,304,Random House Inc,English,5.25 x 8.00 x 1.00 Inches,,
Still Life With Crows,$9.74 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Douglas PrestonLincoln Child,5582904,640,Grand Central Publishing,English,7.50 x 4.25 x 1.25 Inches (US),,
The Complete Novels of Jane Austen,$7.06 ,Books > Literature & Fiction > Fiction > Classics,"Austen, Jane",5834217,1220,Book Sales,English,9.50 x 7.00 x 2.50 Inches,,5
Erotic Stories for Punjabi Widows,$17.41 ,Books > Literature & Fiction > Fiction > Contemporary Women,"Jaswal, Balli Kaur",2645128,298,HarperCollins,English,9.50 x 6.50 x 1.25 Inches,,
Part Time Cowboy,$4.75 ,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 20780 >  > in > Books > # > 610 >  > in > Books > Romance > # > 206 >  > in > Books > Romance > Contemporary,"Yates, Maisey",377959X,391,Harlequin Books,English,6.75 x 4.25 x 1.50 Inches,,
The Invisible Man,$7.00 ,Books > Literature & Fiction > Fiction > General,"Wells, H. G.",2966452,159,Random House Inc,English,5.00 x 8.00 x 0.50 Inches,,
Mr. Mercedes,$9.40 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 5290 >  > in > Books > # > 440 >  > in > Books > Literature & Fiction > # > 63 >  > in > Books > Literature & Fiction > Mystery & Suspense",Stephen King,1501125605,560,Pocket Books,English,190.50 x 104.78 x 1.10 Millimeters,,5
The Man in the High Castle,$12.65 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Philip K. Dick,7572484,288,Houghton Mifflin HarcourtMariner Books,English,203.20 x 5.31 x 16.89 Millimeters,,5
Dangerous Behavior,$6.79 ,Books > Literature & Fiction > Fiction > Romance > Suspense,Nancy Bush,142896,384,Zebra Books,English,7.00 x 4.00 x 1.00 Inches,,
The Mortal Tally,$15.36 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Sam Sykes,031637489X,688,Orbit,English,9.25 x 6.00 x 1.75 Inches (US),,
Perfectly Undone,$10.87 ,Books > Literature & Fiction > Fiction > Family Life,"Raintree, Jamie",1525811371,299,Harlequin Books,English,8.00 x 5.50 x 0.50 Inches,,
The Trouble With Twelfth Grave,$20.19 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Darynda Jones,1250147557,304,St. Martin's Press,English,9.25 x 155.57 x 29.21 Inches (US),,
Fairytale,$16.33 ,Books > Literature & Fiction > Fiction > Contemporary Women,"Steel, Danielle",1101884061,275,Random House Inc,English,9.50 x 6.50 x 1.00 Inches,,
The Witcher Set,$29.65 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Andrzej Sapkowski,316438979,1216,Orbit,English,8.38 x 5.50 x 3.25 Inches (US),,
Blue Sword,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Robin Mckinley,1068803,256,AcePenguin Publishing Group,English,,,
INN AT ROSE HARBOR,$12.27 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"MACOMBER, DEBBIE",3393659,384,Random House Inc,English,5.25 x 8.00 x 0.75 Inches,,
Promise Canyon,$5.83 ,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 16112 >  > in > Books > # > 423 >  > in > Books > Romance > # > 141 >  > in > Books > Romance > Contemporary,"Carr, Robyn",778317420,347,Harlequin Books,English,6.75 x 4.25 x 0.75 Inches,,
Cold Welcome,$9.44 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Moon, Elizabeth",1101887338,448,Random House,English,4.19 x 6.88 x 8.00 Inches,,
"Mrs. Pollifax, Innocent Tourist",$7.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 43043 >  > in > Books > # > 574 >  > in > Books > Mystery & Suspense > # > 139 >  > in > Books > Mystery & Suspense > Women Sleuths","Gilman, Dorothy",044918336X,215,Random House,English,7.00 x 4.25 x 0.50 Inches,,5
Puzzled Indemnity,$2.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",Parnell Hall,27174,272,St. Martin's PressMinotaur Books,English,8.51 x 145.29 x 1.01 Inches (US),,
The Black Ice,$6.91 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",Michael Connelly,5550626,464,Grand Central Pub Mass Market,English,7.75 x 4.50 x 1.00 Inches,,5
Lee Child Jack Reacher Books 1-3,$21.61 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Lee Child,5154115,,BerkleyPenguin Publishing Group,English,7.60 x 4.35 x 3.63 Inches (US),,
11/22/63: A NOVEL,$18.68 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Time Travel > Best seller ranking: > # > 1002 >  > in > Books > # > 60 >  > in > Books > Literature & Fiction > # > 10 >  > in > Books > Literature & Fiction > General,Stephen King,1627291,880,Gallery Books,English,228.60 x 6.00 x 53.34 Millimeters,,5
Little Fires Everywhere,$15.28 ,Books > Literature & Fiction > Fiction > Literary,"Ng, Celeste",735224293,338,Penguin Group USA,English,9.45 x 6.45 x 1.10 Inches,,
Mattimeo,$6.74 ,"Books > Children's & Kids' Books > Children's Science Fiction, Fantasy & Magic Books",Brian Jacques,1006108,448,AcePenguin Publishing Group,English,6.75 x 4.20 x 1.20 Inches (US),,
"CITY: A NOVEL, THE",$9.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","KOONTZ, DEAN",5545951,544,Random House,English,6.00 x 4.00 x 1.00 Inches,,
Second Chance Boyfriend,$12.00 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Murphy, Monica",4176798,308,Random House Inc,English,5.25 x 8.00 x 0.75 Inches,,
Echo Burning: (Jack Reacher 5) (Audio CD),$17.91 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Child, Lee, Shale, Kerry",1846572428,,Cornerstone,,,,
"The Night Trilogy : Night, Dawn, Day",$9.79 ,Books > Literature & Fiction > Fiction > Literary > Best seller ranking: > # > 8085 >  > in > Books > # > 727 >  > in > Books > Literature & Fiction > # > 51 >  > in > Books > Literature & Fiction > Literary,Elie Wiesel,9073648,352,"Hill and WangFarrar, Straus and Giroux",English,8.30 x 5.46 x 0.94 Inches (US),,
End Game,$24.89 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",David Baldacci,1538760282,672,Grand Central Publishing,English,9.25 x 6.50 x 2.00 Inches (US),,
Gone Tomorrow: A Jack Reacher Novel,$7.49 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 6365 >  > in > Books > # > 540 >  > in > Books > Literature & Fiction > # > 82 >  > in > Books > Literature & Fiction > Mystery & Suspense","CHILD, LEE",243687,576,Random House,English,7.50 x 4.00 x 1.50 Inches,,
A Conjuring of Light,$12.38 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,V. E. Schwab,765387476,640,Tom Doherty AssociatesTor Books,English,8.25 x 139.70 x 1.75 Inches (US),,
The Ladies of Ivy Cottage,$8.90 ,Books > Literature & Fiction > Fiction > Romance > Historical,"Klassen, Julie",764218158,444,Baker Pub Group,English,8.50 x 5.50 x 1.10 Inches,,2
"WAY OF KINGS, THE",$9.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 7159 >  > in > Books > # > 644 >  > in > Books > Literature & Fiction > # > 57 >  > in > Books > Literature & Fiction > Fantasy,Brandon Sanderson,5365272,1280,Tom Doherty AssociatesTor Fantasy,English,173.74 x 4.39 x 2.03 Millimeters,,
The Complete Star Wars Encyclopedia,$87.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Sansweet, Stephen J.",5477630,800,Random House Inc,English,11.60 x 8.90 x 3.30 Inches,,4.6
"Sing, Unburied, Sing : A Novel",$21.24 ,Books > Literature & Fiction > Fiction > Literary,Jesmyn Ward,1501126067,304,Scribner,English,8.38 x 139.70 x 1.20 Inches (US),,
The Name of the Wind: 10th Anniversary Deluxe Edition,$25.47 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,Patrick Rothfuss,756413710,672,DAW,English,9.00 x 6.00 x 1.88 Inches (US),,
Sugar and Iced,$7.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",Jenn McKinlay,5258923,304,BerkleyPenguin Publishing Group,English,,,
A Canticle for Leibowitz,$9.27 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Miller, Walter M., Jr.Russell, Mary Doria",892997,334,Harpercollins,English,5.25 x 7.75 x 0.75 Inches,,4
Psych: Mind Over Magic,$7.85 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",William Rabkin,1227446,288,BerkleyPenguin Publishing Group,English,,,5
"BLOOD, SWEAT&PAYBACK - AA",$8.50 ,Books > Literature & Fiction > Fiction > African American,Wahida Clark,6399873,400,Cash Money Content,English,6.75 x 104.78 x 1.10 Inches (US),,
Murder on the Yukon Quest,$16.95 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Henry, Sue",1628152613,306,"Speaking Volumes, LLC",English,5.00 x 0.69 x 8.00 Inches,,
Power Down,$9.78 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Political > Best seller ranking: > # > 40126 >  > in > Books > # > 527 >  > in > Books > Mystery & Suspense > # > 183 >  > in > Books > Mystery & Suspense > Thrillers",Ben Coes,2580752,640,St. Martin's PressSt. Martin's Paperbacks,English,192.53 x 113.79 x 27.05 Millimeters,,
Night Fall,$8.87 ,Books > Literature & Fiction > Fiction > Literary,Nelson DeMille,5578615,592,Grand Central Publishing,English,7.62 x 4.25 x 1.25 Inches (US),,
A Dog's Purpose : A Novel for Humans,$4.49 ,Books > Literature & Fiction > Fiction > Family Life,W. Bruce Cameron,5388111,336,Tom Doherty AssociatesForge Books,,8.29 x 5.43 x 25.27 Inches (US),,5
The Woman in Cabin 10,$9.80 ,Books > Walmart Best Sellers,Ruth Ware,1132957,384,Gallery/Scout Press,English,8.25 x 5.31 x 25.40 Inches (US),,
The Wolves of Midwinter,$9.28 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,"Rice, Anne",5805542,450,Random House Inc,English,5.50 x 8.25 x 1.00 Inches,,
Sword Art Online Progressive The Novel 4,$11.97 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Reki Kawahara,6545423,272,Yen PressYen On,,,,
Claws for Concern,$19.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",Miranda James,042527778X,288,BerkleyPenguin Publishing Group,English,,,
English Trifle,$14.36 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Kilpack, Josi S.",6411214,361,Deseret Book Co,English,8.25 x 5.25 x 1.00 Inches,,
NIGHTMARE STACKS,$16.27 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Stross, Charles",356505367,,"Little, Brown Book Group",,,,
Winners,$4.98 ,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Steel, Danielle",024525X,414,Random House,English,6.90 x 4.25 x 1.25 Inches,,5
The Edge of Never,$11.37 ,Books > Literature & Fiction > Fiction > Romance > New Adult,J .A. Redmerski,5548989,496,ForeverGrand Central Publishing,English,8.00 x 5.25 x 1.25 Inches (US),,
"WOMAN IN CABIN 10, THE",$7.49 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Ruth Ware,1132936,352,Gallery/Scout Press,English,228.60 x 6.00 x 1.10 Millimeters,,
Dalí,$39.14 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Dal, Salvador",6508769,321,Taschen America Llc,EnglishFrench,12.25 x 8.75 x 1.50 Inches,,
Lover Revealed : A Novel of the Black Dagger Brotherhood,$6.80 ,Books > Literature & Fiction > Fiction > Romance > Paranormal > Best seller ranking: > # > 8830 >  > in > Books > # > 170 >  > in > Books > Romance > # > 33 >  > in > Books > Romance > Paranormal,J.R. Ward,1229684,480,BerkleyPenguin Publishing Group,English,6.75 x 4.12 x 1.20 Inches (US),,4
Dreams of a Dark Warrior,$7.99 ,Books > Literature & Fiction > Fiction > Romance > Paranormal > Best seller ranking: > # > 10429 >  > in > Books > # > 229 >  > in > Books > Romance > # > 47 >  > in > Books > Romance > Paranormal,Kresley Cole,9136807,528,Pocket Books,English,6.75 x 4.19 x 1.10 Inches (US),,4.75
One False Move,$8.99 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Coben, Harlan",246096,383,Random House,English,7.50 x 4.25 x 1.00 Inches,,
The Brethren,$8.00 ,Books > Literature & Fiction > Fiction > Legal,"Grisham, John",5531975,440,Random House,English,8.00 x 4.75 x 1.25 Inches,,
Bloodfire Quest,$7.99 ,Books > Literature & Fiction > Fiction > Action & Adventure,"Brooks, Terry",5523519,415,Random House,English,7.00 x 4.25 x 1.00 Inches,,
Trouble in Paradise,$8.09 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",Robert B. Parker,5221102,336,Penguin Publishing GroupG.P. Putnam's Sons,English,,,
Seveneves,$11.19 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Genetic Engineering,"Stephenson, Neal",2334519,867,Harpercollins,,5.00 x 7.75 x 1.50 Inches,,
KENOBI: STAR WARS,$7.99 ,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"MILLER, JOHN JACKSON",5546845,464,Random House,English,7.25 x 4.50 x 1.25 Inches,,
The Rules of Magic,$21.27 ,Books > Literature & Fiction > Fiction > Literary,Alice Hoffman,1501137476,384,Simon &amp; Schuster,English,9.25 x 158.75 x 1.10 Inches (US),,
Cat Spitting Mad,$3.87 ,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Murphy, Shirley Rousseau",1059893,292,HarperCollins,English,6.50 x 4.25 x 1.00 Inches,,
